Gene	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3552	TCGA-AA-3554	TCGA-AA-3561	TCGA-AA-3664	TCGA-AA-3666	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3818	TCGA-AA-3848	TCGA-AA-3864	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00F	TCGA-AA-A00J	TCGA-AA-A00K	TCGA-AA-A00N	TCGA-AA-A00O	TCGA-AA-A00R	TCGA-AA-A00U	TCGA-AA-A010	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01D	TCGA-AA-A01F	TCGA-AA-A01I	TCGA-AA-A01K	TCGA-AA-A024	TCGA-AA-A029	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AA-A02R	TCGA-AF-2691	TCGA-AF-2692	TCGA-AF-3400	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3580	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-3594	TCGA-AG-4007	TCGA-AG-A002	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A014	TCGA-AG-A015	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01L	TCGA-AG-A01N	TCGA-AG-A02X	TCGA-AG-A032
ACADM	0.633336	-0.696763	0.780121	-1.0732	-0.389193	0.294812	-0.129147	-0.129147	0.472551	-1.0732	-0.389193	0.0961161	0.294812	0.780121	1.04017	0.294812	-3.41183	-1.55851	0.0961161	0.472551	0.780121	1.26543	1.3677	0.554859	-0.129147	0.294812	0.780121	-0.389193	-1.0732	2.20948	0.198388	-0.129147	0.91515	1.64187	0.780121	-0.389193	-2.24251	1.72417	-2.24251	0.0961161	-0.129147	-0.696763	1.55534	-2.24251	1.04017	0.0961161	0.633336	-0.696763	-1.0732	-0.389193	-0.129147	-1.0732	0.91515	0.0961161	-0.696763	-1.0732	0.0961161	0.472551	0.294812	0.294812	0.472551	0.294812	1.15656	-0.696763	-0.129147	0.294812	-0.129147	0.0961161	-1.0732
ACADS	0.0805593	-2.05866	0.227356	-0.850909	0.989361	0.227356	0.577445	0.918411	1.05601	0.0805593	-0.534649	0.577445	0.356839	0.918411	1.33945	0.0805593	-2.05866	-1.29665	0.577445	-1.29665	0.577445	0.6731	1.75137	0.842564	-0.0889047	0.918411	0.577445	-0.18456	-2.05866	1.4351	-0.289338	0.0805593	1.60457	1.11884	0.842564	-0.534649	-2.05866	1.33945	-0.534649	0.918411	0.989361	0.577445	1.05601	-0.850909	0.472667	-0.289338	0.0805593	-2.05866	-0.289338	-0.850909	-0.289338	0.0805593	-0.289338	0.472667	-0.289338	-0.0889047	0.6731	-0.534649	0.416278	0.227356	0.227356	-2.05866	0.577445	-0.534649	-0.289338	0.6731	-2.05866	-2.05866	-0.534649
ACADSB	0.569089	-0.355704	-0.355704	-1.15941	0.569089	0.383775	1.02171	0.383775	1.26425	-0.0688489	0.173684	-0.706787	-0.706787	-0.0688489	0.569089	0.173684	-2.88791	0.173684	-0.0688489	-1.79735	-0.706787	0.734858	1.14765	0.734858	0.173684	0.173684	1.26425	-0.706787	-1.79735	2.41002	-0.0688489	1.26425	-0.0688489	1.02171	0.173684	-2.88791	1.02171	0.734858	-0.0688489	0.734858	0.383775	-1.15941	0.884814	-1.15941	0.173684	-0.0688489	-0.706787	-0.706787	-2.88791	1.26425	0.173684	0.884814	-0.0688489	0.173684	-0.0688489	-0.0688489	0.383775	-0.355704	0.0570862	0.383775	-0.0688489	0.383775	0.173684	0.173684	1.14765	-0.355704	1.14765	-1.79735	-0.706787
ACADVL	1.20874	0.313804	-0.169206	-0.169206	0.375976	0.610685	-0.0944172	0.876902	-0.325618	0.117759	-1.95754	0.184776	1.07171	-0.325618	1.3808	1.25284	-1.29233	0.553979	-0.0217358	-0.579596	0.720489	0.553979	1.80218	0.553979	0.666171	0.610685	-0.0217358	-0.492129	-1.81007	2.76448	0.345077	-0.962522	0.927001	1.97311	0.553979	-1.17765	-0.407531	-0.0944172	0.117759	0.495998	1.50272	-0.169206	0.666171	-1.95754	-0.325618	-1.29233	0.0489541	-2.28046	-0.763961	0.250096	1.02437	-0.962522	-0.407531	0.184776	-0.325618	-0.169206	0.184776	-2.28046	0.0835858	0.117759	-0.0217358	0.976146	0.117759	-0.407531	0.313804	0.250096	-1.53824	-1.41236	-1.53824
ACAT1	1.16261	-2.20172	0.173121	-0.490424	-0.0882737	0.877491	1.8127	1.16261	1.41633	-0.383124	-1.59657	-0.721268	-0.490424	-0.602959	0.25406	0.173121	-1.59657	0.332255	1.688	-1.42564	-0.490424	0.0892386	1.05275	0.687807	0.00218973	-0.182431	0.752784	-0.490424	-1.98188	1.8127	-0.0425985	0.687807	0.877491	1.21563	1.05275	-1.98188	-0.602959	0.687807	0.173121	0.687807	0.481114	-0.490424	1.21563	-0.182431	0.55209	-3.37995	-0.383124	-0.602959	0.407885	0.0892386	-0.977813	0.25406	1.16261	0.173121	-0.845975	0.0892386	-0.280595	-0.182431	0.213946	0.332255	-0.182431	-0.602959	0.0892386	-1.11764	0.0892386	-0.182431	1.89225	-0.602959	-0.490424
ACAT2	-0.909269	-0.909269	0.0826718	-0.909269	-0.909269	-0.909269	-0.909269	0.0826718	-0.909269	-0.909269	0.0826718	1.07461	0.0826718	-0.909269	0.66292	-0.909269	-0.909269	-0.909269	0.0826718	-0.909269	1.87546	-0.909269	0.0826718	1.39395	0.0826718	1.87546	-0.909269	-0.909269	0.0826718	1.39395	1.07461	0.66292	1.07461	1.39395	1.39395	0.0826718	0.0826718	1.65486	0.0826718	1.87546	1.87546	0.0826718	0.0826718	-0.909269	0.0826718	-0.909269	-0.909269	-0.909269	-0.909269	3.05849	1.07461	-0.909269	-0.909269	0.0826718	-0.909269	-0.909269	1.07461	-0.909269	0.88352	0.66292	0.0826718	0.66292	-0.909269	-0.909269	-0.909269	0.0826718	-0.909269	-0.909269	0.0826718
ACBD3	-0.0865113	-0.0865113	-0.0865113	-0.940266	1.06034	0.252307	-0.0865113	-0.0865113	0.818505	-0.477649	0.551166	1.67226	0.818505	-0.940266	-0.477649	1.06034	-3.26523	-0.477649	-0.0865113	-0.477649	0.551166	-0.0865113	-0.477649	-0.274551	0.252307	-1.50646	0.252307	-2.69904	-0.698428	1.06034	0.551166	1.06034	-0.0865113	1.48422	0.818505	-0.940266	-0.0865113	-0.0865113	-0.0865113	0.818505	1.06034	0.818505	0.551166	-1.50646	0.252307	1.06034	0.551166	-0.477649	-0.0865113	0.252307	-0.477649	0.818505	-0.0865113	1.84732	-0.940266	-2.23642	1.28112	-0.0865113	0.551166	1.06034	0.252307	-0.940266	2.1649	-1.50646	-0.940266	-0.940266	0.252307	-0.0865113	-0.940266
ACBD5	-0.842584	0.977975	0.306061	-0.842584	0.977975	0.977975	0.306061	-0.842584	-0.842584	-0.842584	-0.842584	1.45471	1.45471	1.45471	0.977975	-0.842584	-0.842584	-0.842584	0.977975	0.977975	-0.842584	-0.842584	0.306061	0.977975	1.45471	-0.842584	0.977975	0.306061	-0.842584	-0.842584	0.675842	0.977975	-0.842584	-0.842584	0.306061	-0.842584	0.977975	-0.842584	-0.842584	-0.842584	3.13108	0.306061	-0.842584	-0.842584	0.306061	-0.842584	0.977975	-0.842584	-0.842584	0.977975	-0.842584	0.977975	-0.842584	1.82449	-0.842584	0.977975	-0.842584	-0.842584	0.306061	1.45471	-0.842584	-0.842584	-0.842584	-0.842584	0.306061	-0.842584	1.82449	-0.842584	-0.842584
ACE	-0.808747	-0.808747	-0.808747	-0.808747	0.447618	-0.808747	0.447618	0.447618	0.447618	0.447618	-0.808747	0.447618	2.43891	0.447618	1.18254	1.70398	-0.808747	-0.808747	-0.808747	0.447618	0.447618	-0.808747	-0.808747	0.852077	1.70398	-0.808747	-0.808747	-0.808747	-0.808747	2.96035	1.18254	0.447618	-0.808747	0.447618	0.447618	-0.808747	-0.808747	0.447618	0.447618	-0.808747	0.447618	1.70398	-0.808747	-0.808747	2.43891	1.18254	-0.808747	0.447618	-0.808747	-0.808747	-0.808747	-0.808747	1.18254	-0.808747	-0.808747	-0.808747	-0.808747	-0.808747	-0.808747	0.447618	-0.808747	1.70398	-0.808747	0.447618	1.18254	-0.808747	0.447618	-0.808747	-0.808747
ACE2	1.00931	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	4.51047	-0.498552	-0.498552	-0.498552	1.00931	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	1.00931	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	1.00931	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	1.00931	1.00931	-0.498552	1.89136	-0.498552	-0.498552	-0.498552	-0.498552	1.00931	1.00931	1.00931	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	1.00931	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	-0.498552	1.00931	2.51718	-0.498552	1.89136	-0.498552	-0.498552	-0.498552	-0.498552	3.0026	-0.498552	1.00931
ACIN1	0.463437	-2.56449	-0.0424951	-0.0424951	-0.719862	-0.352823	0.675543	-1.16908	0.226323	-0.352823	0.226323	-0.719862	1.04258	1.04258	0.463437	0.675543	-2.56449	-0.719862	1.35291	1.04258	-2.56449	1.4918	0.463437	0.226323	1.04258	-0.719862	0.226323	-1.74823	-0.931968	0.867416	1.04258	0.463437	-1.16908	0.867416	0.463437	-1.16908	-0.719862	0.463437	-0.719862	-0.352823	1.4918	0.463437	0.675543	-0.352823	0.867416	-0.352823	1.20372	-1.74823	0.226323	-0.719862	1.04258	0.675543	-0.352823	0.675543	-1.16908	0.675543	0.226323	-1.16908	0.0963975	0.867416	0.463437	1.35291	1.04258	-0.352823	-0.352823	-0.719862	1.04258	-1.74823	0.463437
ACLY	0.898599	0.316181	0.147732	-1.04443	0.233315	1.48102	-0.22577	-0.66179	1.02594	0.316181	0.550074	0.147732	0.0592468	-1.49297	-0.328138	0.76472	-1.18555	-0.0323436	0.474415	2.2449	-0.78321	0.0592468	0.396497	0.275077	1.31952	-0.78321	-1.66142	-0.976636	-0.976636	-2.47094	0.0592468	1.95689	0.695114	1.48102	0.832518	-1.8415	-0.127265	-0.78321	-0.22577	-1.33474	1.37447	-0.910555	-2.47094	-1.04443	-0.66179	-0.78321	1.37447	-0.328138	0.550074	1.72978	-0.0323436	0.623602	0.474415	0.316181	1.02594	-0.78321	0.147732	-1.33474	0.730149	1.42829	0.233315	0.76472	0.147732	0.396497	0.0592468	-0.910555	-0.127265	-0.127265	-0.66179
ACO1	0.699526	-0.309523	1.15542	-2.43863	-0.671311	0.0141077	-0.671311	1.55231	1.90374	0.699526	-0.485093	-0.143447	0.443407	0.443407	0.574135	-0.309523	-1.30911	1.15542	0.935923	-0.143447	1.15542	-0.86955	0.935923	0.306867	-0.671311	0.0141077	-0.86955	0.443407	-2.115	1.04763	0.443407	1.04763	0.163974	0.163974	0.306867	-0.86955	-0.485093	0.699526	1.15542	-0.671311	-0.143447	1.04763	-1.08147	-0.309523	0.443407	-4.2441	0.699526	0.306867	0.306867	-1.30911	-0.485093	0.574135	-0.485093	0.0141077	-0.485093	-0.143447	0.574135	-0.86955	0.878508	0.574135	0.819998	0.0141077	0.163974	-0.143447	1.15542	0.699526	-1.82224	-0.86955	-0.309523
ACO2	0.0256986	0.199323	0.567675	-0.034597	-0.719735	-0.159135	0.199323	-0.034597	-0.223496	-0.42574	-1.41745	-1.0474	1.18692	-1.32036	0.804499	0.0847508	-1.62211	-0.42574	0.616632	-0.643359	0.14261	-0.356726	2.15623	0.254936	-0.223496	0.199323	0.363021	-1.0474	-1.67564	3.05016	-0.42574	-0.568967	0.199323	1.69579	1.48867	-1.41745	-0.878883	0.467176	0.616632	0.363021	0.363021	0.467176	1.82599	-1.95943	0.980796	-0.961902	0.254936	-2.20862	0.199323	0.14261	0.467176	-0.034597	-1.73019	1.14687	-1.13553	-0.223496	0.14261	-0.159135	0.688534	1.02323	0.199323	0.517866	0.980796	-0.878883	1.10624	0.14261	-0.0961893	-1.84252	0.567675
ACOT1	-0.0129835	0.461681	0.987118	-1.82565	0.656019	1.13068	-0.313807	0.461681	1.13068	-1.15665	-1.82565	0.241359	-1.82565	-0.313807	0.82986	0.82986	-0.681986	0.656019	0.987118	-0.313807	1.38503	-0.681986	0.656019	0.82986	0.241359	0.656019	0.461681	0.56171	-1.15665	1.38503	-1.45747	-0.681986	0.987118	0.82986	0.82986	-1.82565	-1.15665	-0.0129835	-0.681986	1.26275	-0.681986	-1.15665	-0.313807	0.461681	-0.0129835	-0.681986	0.241359	-1.82565	-0.313807	0.987118	0.241359	0.656019	-1.82565	0.82986	0.461681	-1.82565	0.461681	-1.82565	-0.902308	0.656019	0.461681	1.38503	0.241359	0.241359	0.656019	1.60535	0.82986	0.241359	-1.82565
ACOT11	0.0560689	-0.530475	-0.530475	-1.53318	0.795027	0.0560689	1.79773	0.472229	0.472229	-0.530475	0.0560689	0.472229	1.05877	-0.530475	0.795027	-1.53318	-1.53318	-1.53318	-1.53318	0.472229	0.472229	0.795027	0.795027	0.642613	0.0560689	0.472229	-1.53318	0.0560689	-0.530475	1.28177	-1.53318	0.0560689	0.472229	1.05877	0.472229	-1.53318	1.28177	0.795027	-1.53318	0.472229	1.64532	1.28177	-0.530475	-1.53318	-1.53318	-0.530475	0.472229	-0.530475	-0.530475	-1.53318	1.28177	-0.530475	1.05877	-0.530475	0.0560689	-1.53318	0.472229	0.0560689	1.47493	1.05877	0.472229	0.795027	1.64532	0.0560689	0.0560689	0.472229	0.795027	-1.53318	-1.53318
ACOT13	0.462628	0.971928	-0.610104	-1.1194	0.971928	0.731454	0.462628	0.971928	-0.193975	-0.610104	-0.610104	-0.193975	-0.193975	-0.610104	0.462628	-0.610104	-2.70144	-0.610104	0.157857	0.731454	0.731454	1.38806	0.462628	-0.193975	-0.193975	1.18946	-0.610104	-0.392569	-1.42418	0.462628	-1.42418	0.157857	0.971928	0.462628	1.18946	-1.77601	-0.193975	-0.193975	-0.193975	1.73989	-1.1194	0.462628	0.971928	0.157857	-0.610104	-1.77601	0.157857	-4.28347	0.971928	-1.1194	0.971928	0.462628	-0.610104	0.731454	0.971928	-0.193975	0.157857	0.462628	-0.0112863	-0.193975	-0.610104	0.157857	0.462628	0.462628	0.731454	0.971928	1.38806	-0.610104	0.462628
ACOT7	0.707653	-2.52628	1.38375	0.259279	0.259279	0.259279	0.259279	-1.71155	-0.0090329	0.259279	0.495947	0.899165	0.707653	-1.1335	-0.318776	0.899165	-0.685125	0.495947	0.707653	0.495947	-0.685125	0.259279	-0.0090329	0.495947	1.52238	-0.318776	-0.318776	-0.685125	-1.1335	1.074	1.65206	1.38375	-1.1335	1.074	-0.318776	-2.52628	0.707653	-0.318776	-1.1335	0.259279	1.88873	0.495947	-2.52628	-0.685125	-0.685125	-1.71155	1.38375	0.899165	0.495947	0.899165	-0.318776	-0.318776	-1.71155	1.38375	-0.318776	-1.1335	-0.0090329	-0.0090329	0.707653	0.495947	-0.0090329	0.495947	1.074	-0.685125	0.495947	-0.685125	-0.0090329	-1.1335	-0.318776
ACOT8	0.191091	-0.404358	-0.404358	-1.42229	0.191091	-1.42229	1.6315	-1.42229	0.941268	-1.42229	0.941268	-0.404358	2.22694	-1.42229	-1.42229	-0.404358	-1.42229	-0.404358	0.613569	-1.42229	-1.42229	1.20902	-0.404358	-0.404358	-0.404358	1.20902	-0.404358	-0.404358	-1.42229	0.613569	-1.42229	-0.404358	0.191091	1.6315	0.941268	0.941268	1.4354	0.191091	-1.42229	-0.404358	0.613569	0.613569	-0.404358	-0.404358	-1.42229	0.191091	0.613569	-0.404358	1.4354	-0.404358	0.941268	1.20902	1.4354	-0.404358	-0.404358	-1.42229	0.191091	0.191091	0.941268	1.4354	-1.42229	0.613569	0.941268	1.20902	-0.404358	0.191091	0.941268	-0.404358	0.613569
ACOT9	0.643321	0.944048	-0.199249	-1.34255	0.643321	0.469537	0.643321	-0.199249	0.0550116	0.469537	-0.868035	-0.499975	-0.199249	0.0550116	-0.199249	0.800529	-0.499975	0.944048	0.944048	-3.15463	-0.868035	0.0550116	0.275262	-0.199249	-0.199249	0.0550116	0.0550116	-0.199249	-1.34255	1.70201	-0.499975	0.0550116	-0.199249	1.19831	0.469537	-2.01133	0.469537	1.61283	1.19831	-0.499975	0.275262	1.41856	0.469537	-0.499975	-0.199249	-2.01133	0.944048	0.0550116	1.19831	-0.199249	-3.15463	-0.499975	0.0550116	0.0550116	0.0550116	-1.34255	-0.868035	-0.199249	0.469537	1.31211	-0.199249	1.86709	0.275262	-0.499975	0.469537	0.643321	1.07607	-2.01133	0.469537
ACOX1	0.875164	0.0780012	0.387233	-0.788399	-1.4761	0.0780012	-0.300468	0.387233	0.875164	0.387233	0.875164	-2.65173	-0.788399	-0.788399	0.387233	0.0780012	-1.4761	-0.788399	0.875164	0.387233	-0.300468	1.82432	-0.300468	0.648684	0.875164	0.0780012	0.0780012	0.0780012	-1.4761	1.07493	0.387233	0.875164	0.648684	0.387233	0.875164	-2.65173	0.0780012	0.875164	0.0780012	0.387233	1.07493	-0.300468	0.387233	-0.788399	0.387233	1.25363	0.875164	-2.65173	1.07493	0.875164	1.07493	0.387233	0.875164	0.648684	0.387233	-1.4761	-1.4761	-0.300468	0.387233	-0.300468	0.0780012	1.07493	-0.300468	-1.4761	-0.300468	-0.300468	-0.300468	-2.65173	0.648684
ACOX2	-0.747529	-0.747529	0.623495	-0.747529	0.623495	0.623495	2.43589	-0.747529	-0.747529	-0.747529	0.623495	-0.747529	0.623495	0.623495	0.623495	-0.747529	-0.747529	-0.747529	1.99452	-0.747529	-0.747529	1.99452	0.623495	2.43589	0.623495	1.42549	-0.747529	1.42549	-0.747529	-0.747529	-0.747529	-0.747529	-0.747529	-0.747529	0.623495	-0.747529	0.623495	0.623495	-0.747529	0.623495	0.623495	-0.747529	-0.747529	-0.747529	-0.747529	-0.747529	3.10142	-0.747529	0.623495	0.623495	-0.747529	-0.747529	-0.747529	-0.747529	-0.747529	-0.747529	-0.747529	-0.747529	0.623495	0.623495	-0.747529	0.623495	0.623495	-0.747529	-0.747529	1.99452	0.623495	-0.747529	-0.747529
ACP1	0.256438	-0.482696	-0.482696	-0.909829	-1.38732	-0.909829	1.42271	-2.55359	0.256438	-1.38732	-0.0963071	0.580933	1.42271	1.16107	-0.0963071	1.16107	0.256438	-1.92866	1.42271	0.881368	0.256438	0.881368	0.256438	-0.69064	-0.482696	1.16107	1.42271	-1.92866	-1.38732	1.66848	0.881368	0.256438	0.580933	0.580933	0.256438	-1.38732	-0.909829	0.256438	-0.482696	0.256438	0.256438	-0.0963071	0.256438	1.16107	0.256438	-0.909829	-0.482696	0.580933	0.580933	-0.909829	0.580933	-1.92866	0.256438	0.256438	-2.55359	1.16107	0.580933	0.256438	-0.0963071	0.881368	-0.909829	0.881368	0.580933	-0.0963071	0.256438	0.256438	0.580933	-1.92866	0.256438
ACP2	-1.27255	-1.27255	2.28131	0.90649	0.102271	0.102271	-1.27255	0.102271	0.102271	1.47709	-1.27255	0.90649	0.102271	0.102271	-1.27255	2.28131	0.102271	0.102271	-1.27255	0.90649	0.90649	0.102271	0.102271	2.44007	1.47709	0.102271	0.90649	0.102271	0.90649	0.102271	1.21224	0.90649	0.102271	0.90649	0.102271	-1.27255	-1.27255	-1.27255	0.102271	0.102271	-1.27255	-1.27255	-1.27255	0.102271	0.90649	-1.27255	0.102271	0.90649	0.102271	0.102271	0.102271	-1.27255	-1.27255	0.102271	-1.27255	0.90649	0.90649	-1.27255	0.102271	0.102271	0.90649	-1.27255	0.102271	-1.27255	0.102271	-1.27255	0.90649	0.102271	-1.27255
ACSF2	0.685882	0.405789	0.0446878	-0.464256	1.10823	1.10823	1.42368	-0.464256	1.55593	-1.3343	-1.3343	-1.3343	-1.3343	-0.464256	1.27584	-1.3343	-0.464256	0.0446878	-0.464256	0.0446878	0.0446878	-1.3343	0.914734	0.914734	-1.3343	0.914734	-0.464256	-0.464256	-1.3343	2.22198	-1.3343	1.10823	0.914734	0.405789	0.405789	-1.3343	-1.3343	-0.464256	-0.464256	0.685882	0.685882	-1.3343	1.10823	-0.464256	-0.464256	0.685882	-1.3343	-1.3343	-0.464256	-0.464256	0.685882	0.685882	0.405789	0.0446878	1.10823	-1.3343	-0.464256	-0.464256	-0.184164	0.405789	0.685882	1.55593	-1.3343	0.914734	1.42368	0.914734	1.88525	-1.3343	0.405789
ACSF3	0.403678	0.704058	0.0484048	-3.08776	0.704058	0.403678	0.964258	0.964258	0.403678	0.0484048	-0.386415	0.0484048	0.0484048	-0.386415	0.964258	0.403678	-1.73709	-0.946994	0.704058	-0.946994	-0.386415	1.19377	1.19377	1.29913	0.0484048	0.704058	0.0484048	-0.946994	-1.30227	-0.946994	-0.946994	-0.946994	0.704058	1.39908	0.964258	-1.73709	0.704058	0.403678	1.19377	-0.946994	0.0484048	0.0484048	0.403678	-0.386415	-0.946994	0.403678	0.403678	-1.73709	0.403678	-3.08776	-0.946994	0.403678	0.0484048	0.0484048	0.0484048	-0.386415	0.704058	-0.386415	0.704058	0.704058	0.0484048	1.39908	1.39908	-0.386415	0.0484048	-0.386415	2.05473	-1.73709	0.0484048
ACSL1	-0.488236	0.058953	0.876953	1.54157	0.447189	0.058953	1.1024	-0.876472	0.748329	0.447189	0.606142	0.266984	-1.42366	1.1024	-0.488236	1.20241	1.1024	0.058953	-0.187096	-0.187096	-0.488236	0.876953	-1.42366	1.24977	0.266984	0.058953	1.1024	0.166973	-0.876472	2.43897	-0.668441	0.058953	-0.876472	0.748329	-0.187096	-0.876472	1.1024	0.606142	-0.187096	-0.187096	-0.187096	0.876953	-2.35909	-2.35909	-2.35909	-2.35909	0.606142	0.748329	-1.42366	-0.876472	-1.42366	-0.488236	-0.488236	-0.187096	0.058953	1.54157	-0.876472	0.606142	0.679107	0.058953	0.606142	0.876953	-0.488236	0.748329	0.266984	0.058953	0.876953	-1.42366	-0.187096
ACSL3	0.770262	-0.366155	0.385856	-0.691166	-0.0846186	0.586807	1.37681	-0.691166	0.586807	0.770262	1.24074	0.163714	0.770262	1.09527	-0.0846186	1.73914	-1.07557	0.385856	0.586807	-0.0846186	-2.15259	2.04823	-0.691166	0.586807	0.939023	-0.0846186	0.163714	-1.07557	-1.82758	0.770262	-1.07557	1.50463	-2.15259	0.163714	-0.0846186	-0.366155	1.37681	0.586807	-0.0846186	-0.366155	0.939023	0.385856	-3.00747	-0.366155	-1.54605	-1.54605	0.385856	-1.54605	0.163714	0.163714	-1.54605	-0.366155	-0.0846186	-0.0846186	-0.0846186	-0.0846186	1.09527	0.586807	0.385856	0.586807	-0.366155	0.163714	0.770262	0.385856	-1.07557	1.37681	-0.0846186	-1.54605	0.385856
ACSL4	0.00482105	-1.08956	0.64499	-2.18393	1.0992	0.00482105	1.86574	-1.08956	0.357132	0.64499	0.357132	1.98275	0.888371	-0.449386	0.00482105	-1.08956	0.00482105	0.00482105	-0.449386	-0.449386	-1.08956	0.00482105	-0.449386	-0.206005	0.888371	-0.449386	1.0992	0.00482105	-0.737245	1.28516	0.997301	0.00482105	-0.449386	0.357132	-0.449386	0.00482105	1.28516	1.0992	0.357132	-2.18393	-1.08956	1.45151	0.00482105	-1.08956	-0.449386	0.00482105	2.19357	-1.08956	-2.18393	-1.08956	-0.449386	1.45151	0.64499	0.64499	0.00482105	0.00482105	-2.18393	0.00482105	0.771366	0.888371	-0.449386	1.28516	0.357132	0.357132	-1.08956	-1.08956	1.28516	-1.08956	-0.449386
ACSL5	0.611473	0.925291	-0.93998	-0.784944	-0.40627	0.0522028	0.391581	0.330347	0.925291	-0.93998	0.884787	-0.520802	0.198608	-0.520802	0.330347	0.198608	-3.67713	-0.784944	0.884787	0.198608	0.559847	1.21101	0.450092	0.36132	-0.112548	0.198608	-1.11575	-0.93998	-0.93998	1.03982	-1.21329	0.391581	0.198608	1.21101	0.66115	-2.23104	1.30396	0.611473	-0.300911	0.66115	1.00274	0.70902	1.11099	-0.520802	-1.11575	1.4983	0.799835	-1.31865	0.506113	-3.67713	0.66115	0.559847	0.12744	0.198608	-0.784944	-1.11575	0.198608	0.66115	0.391581	-0.0275968	0.198608	0.12744	0.799835	0.0522028	0.266125	-0.40627	0.391581	-1.31865	0.66115
ACSM3	-0.737857	-0.737857	0.284389	-0.737857	1.90461	-0.737857	0.882365	0.882365	2.50259	-0.737857	-0.737857	1.90461	0.284389	-0.737857	1.30664	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	0.284389	-0.737857	2.13195	2.32888	0.882365	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	0.882365	0.882365	0.284389	1.30664	-0.737857	-0.737857	-0.737857	-0.737857	0.284389	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	-0.737857	1.90461	1.90461	-0.737857	1.30664	-0.737857	-0.737857	0.882365	0.284389	1.1097	0.882365	-0.737857	-0.737857	0.284389	0.284389	0.882365	-0.737857	1.30664	-0.737857	-0.737857
ACSS1	-0.541563	1.03581	0.774035	-0.954613	-0.221176	0.453649	-0.221176	-0.221176	1.76925	-0.954613	0.0405986	-0.221176	1.44886	-0.954613	0.453649	-0.954613	-2.53199	-0.954613	0.62276	-0.954613	0.261926	0.453649	1.3562	0.360985	0.261926	-1.53677	1.61797	-0.954613	-2.53199	0.774035	-1.53677	-0.221176	0.0405986	3.08485	1.6956	-0.541563	0.0405986	0.0405986	-0.954613	-0.221176	0.62276	1.03581	1.15073	-0.541563	-0.221176	-0.221176	-0.221176	-0.954613	0.0405986	0.0405986	-0.541563	-0.954613	0.910881	-0.954613	-0.221176	-0.541563	0.62276	0.261926	0.910881	0.62276	1.15073	0.910881	0.453649	0.453649	-1.53677	0.774035	-0.954613	-0.954613	0.453649
ACSS2	0.987899	-0.0591233	0.650833	-2.49023	0.987899	-1.44321	1.2633	-1.44321	-0.830743	0.44913	1.87577	0.650833	0.21628	-0.830743	0.828749	-0.396189	-2.49023	-0.396189	-0.0591233	1.13187	-1.44321	1.60037	0.650833	-0.0591233	0.21628	0.650833	-0.396189	-1.44321	-0.597893	1.38421	-0.396189	0.44913	0.650833	0.650833	0.44913	-1.44321	0.650833	0.650833	-0.830743	0.44913	1.60037	0.21628	0.650833	-0.830743	-0.830743	-0.830743	-0.396189	-0.0591233	-1.44321	-2.49023	-0.830743	0.828749	0.828749	0.44913	0.21628	-0.830743	0.650833	-0.396189	0.553346	1.13187	0.44913	0.21628	0.21628	0.44913	0.21628	-1.44321	1.2633	-0.830743	0.828749
ACTA2	-0.0540076	-0.268832	-1.42021	0.322525	-0.0540076	1.05601	-0.50631	0.645067	-0.0540076	0.322525	-1.42021	-0.771788	-0.268832	-0.50631	0.645067	-0.771788	-0.771788	0.790534	0.645067	-1.42021	1.05601	-0.771788	1.70443	-0.771788	-0.268832	0.322525	-0.268832	0.40759	-1.42021	0.489561	-0.50631	-0.268832	-0.50631	-0.268832	1.50831	1.60851	-1.07276	0.142112	0.322525	1.29349	-0.268832	-0.0540076	0.489561	1.17788	-0.0540076	-3.89643	0.322525	-1.07276	1.05601	-1.07276	-1.07276	0.489561	0.927179	0.645067	-0.50631	-0.50631	-0.0540076	-0.50631	1.50831	1.88485	-0.771788	-0.50631	-0.0540076	-0.50631	1.29349	0.790534	2.4895	-0.771788	-0.268832
