Edge	NodeA	NodeB	InteractionType	CIN_dikNew	CIN_sigEdge	CIN_dir	CIN_absdiknew	Invasive_dikNew	Invasive_sigEdge	Invasive_dir	Invasive_absdiknew	MSIorCIMP_dikNew	MSIorCIMP_sigEdge	MSIorCIMP_dir	MSIorCIMP_absdiknew
CDV3_prot_UBL4A_prot	CDV3_prot	UBL4A_prot	ppi	0	died	died	0	0.0852822	ppi	up	0.0852822	-0	died	died	0
CEBPZ_prot_SOX9_mrna	CEBPZ_prot	SOX9_mrna	tf	-0	died	died	0	0.343328	tf	up	0.343328	-0	died	died	0
CEBPZ_prot_VAPB_prot	CEBPZ_prot	VAPB_prot	ppi	0	died	died	0	0.0602315	ppi	up	0.0602315	-0.118561	ppi	down	0.118561
CECR5_prot_HSPD1_prot	CECR5_prot	HSPD1_prot	ppi	0.174287	ppi	up	0.174287	-0	died	died	0	-0	died	died	0
CECR5_prot_PDK3_prot	CECR5_prot	PDK3_prot	ppi	0.154954	ppi	up	0.154954	-0	died	died	0	-0	died	died	0
CEP170_prot_RALY_prot	CEP170_prot	RALY_prot	ppi	0.177894	ppi	up	0.177894	-0	died	died	0	-0	died	died	0
CEP170_prot_SSBP1_prot	CEP170_prot	SSBP1_prot	ppi	0.149475	ppi	up	0.149475	-0	died	died	0	-0	died	died	0
CEP170_prot_VPS53_prot	CEP170_prot	VPS53_prot	ppi	0.031221	ppi	up	0.031221	-0	died	died	0	-0	died	died	0
CFB_prot_FN1_prot	CFB_prot	FN1_prot	ppi	-0	died	died	0	-0.2952	ppi	down	0.2952	0	died	died	0
CHDH_prot_TMEM70_prot	CHDH_prot	TMEM70_prot	ppi	0.467298	ppi	up	0.467298	-0	died	died	0	-0	died	died	0
CHERP_prot_ASXL3_mrna	CHERP_prot	ASXL3_mrna	tf	0.129114	tf	up	0.129114	-0	died	died	0	-0	died	died	0
CHERP_prot_C1orf61_mrna	CHERP_prot	C1orf61_mrna	tf	0	died	died	0	-0.0390269	tf	down	0.0390269	0	died	died	0
CHERP_prot_CSMD2_mrna	CHERP_prot	CSMD2_mrna	tf	0.3435	tf	up	0.3435	-0.140371	tf	down	0.140371	-0	died	died	0
CHERP_prot_EFNB3_mrna	CHERP_prot	EFNB3_mrna	tf	0.105916	tf	up	0.105916	-0	died	died	0	-0	died	died	0
CHERP_prot_EPOR_mrna	CHERP_prot	EPOR_mrna	tf	0	died	died	0	-0.0656738	tf	down	0.0656738	0	died	died	0
CHERP_prot_L3MBTL4_mrna	CHERP_prot	L3MBTL4_mrna	tf	0.340401	tf	up	0.340401	-0	died	died	0	-0	died	died	0
CHERP_prot_LRRC43_mrna	CHERP_prot	LRRC43_mrna	tf	0.424432	tf	up	0.424432	-0	died	died	0	-0	died	died	0
CHERP_prot_PTCHD2_mrna	CHERP_prot	PTCHD2_mrna	tf	0.0312158	tf	up	0.0312158	-0	died	died	0	-0	died	died	0
CHERP_prot_ST3GAL3_mrna	CHERP_prot	ST3GAL3_mrna	tf	0.516996	tf	up	0.516996	-0	died	died	0	-0	died	died	0
CHERP_prot_WWOX_mrna	CHERP_prot	WWOX_mrna	tf	0	died	died	0	-0.0129805	tf	down	0.0129805	0	died	died	0
CIB1_prot_PRKDC_prot	CIB1_prot	PRKDC_prot	ppi	0.212797	ppi	up	0.212797	-0	died	died	0	-0	died	died	0
CIB1_prot_PTK2_prot	CIB1_prot	PTK2_prot	ppi	0.151782	ppi	up	0.151782	-0	died	died	0	-0	died	died	0
CIB1_prot_UBR5_prot	CIB1_prot	UBR5_prot	ppi	0.0729319	ppi	up	0.0729319	-0	died	died	0	-0	died	died	0
CIRBP_prot_BAZ2B_mrna	CIRBP_prot	BAZ2B_mrna	tf	-0	died	died	0	0.363343	tf	up	0.363343	-0	died	died	0
CIRBP_prot_CUL3_prot	CIRBP_prot	CUL3_prot	ppi	-0	died	died	0	0.0551868	ppi	up	0.0551868	-0	died	died	0
CIRBP_prot_GLRX3_mrna	CIRBP_prot	GLRX3_mrna	tf	-0	died	died	0	0.295556	tf	up	0.295556	-0	died	died	0
CIRBP_prot_GTF2F1_prot	CIRBP_prot	GTF2F1_prot	ppi	-0	died	died	0	0.209566	ppi	up	0.209566	-0	died	died	0
CIRBP_prot_MRPL1_prot	CIRBP_prot	MRPL1_prot	ppi	0	died	died	0	0.133299	ppi	up	0.133299	-0	died	died	0
CIRBP_prot_MTHFD2_mrna	CIRBP_prot	MTHFD2_mrna	tf	-0.370224	tf	down	0.370224	0	died	died	0	0	died	died	0
CIRBP_prot_POLR1C_prot	CIRBP_prot	POLR1C_prot	ppi	-0	died	died	0	0.0287032	ppi	up	0.0287032	-0	died	died	0
CIRBP_prot_PSMD12_mrna	CIRBP_prot	PSMD12_mrna	tf	-0	died	died	0	0.119919	tf	up	0.119919	-0	died	died	0
CIRBP_prot_PSME3_mrna	CIRBP_prot	PSME3_mrna	tf	-0	died	died	0	0.05971	tf	up	0.05971	-0	died	died	0
CIRBP_prot_RALA_mrna	CIRBP_prot	RALA_mrna	tf	-0.142236	tf	down	0.142236	0	died	died	0	0	died	died	0
CIRBP_prot_TMPO_prot	CIRBP_prot	TMPO_prot	ppi	-0	died	died	0	0.00629201	ppi	up	0.00629201	-0	died	died	0
CIRBP_prot_UBE2A_mrna	CIRBP_prot	UBE2A_mrna	tf	-0	died	died	0	0.0047144	tf	up	0.0047144	-0	died	died	0
CKAP5_prot_GIMAP5_mrna	CKAP5_prot	GIMAP5_mrna	tf	-0.0934905	tf	down	0.0934905	0	died	died	0	0	died	died	0
CKAP5_prot_USP30_mrna	CKAP5_prot	USP30_mrna	tf	0.23543	tf	up	0.23543	-0	died	died	0	-0	died	died	0
CKB_prot_MAPK13_prot	CKB_prot	MAPK13_prot	ppi	0	died	died	0	0.152978	ppi	up	0.152978	-0	died	died	0
CLASP2_prot_PYGM_prot	CLASP2_prot	PYGM_prot	ppi	0	died	died	0	0.0897117	ppi	up	0.0897117	-0	died	died	0
CLASP2_prot_UBR3_mrna	CLASP2_prot	UBR3_mrna	tf	-0	died	died	0	0.047219	tf	up	0.047219	-0	died	died	0
CLIP1_prot_TACC2_mrna	CLIP1_prot	TACC2_mrna	tf	0	died	died	0	0.187167	tf	up	0.187167	-0	died	died	0
CLU_prot_LYZ_prot	CLU_prot	LYZ_prot	ppi	-0	died	died	0	-0.0420452	ppi	down	0.0420452	0.131603	ppi	up	0.131603
CLU_prot_TNC_prot	CLU_prot	TNC_prot	ppi	-0	died	died	0	-0.177104	ppi	down	0.177104	0	died	died	0
CNBP_prot_IGF2BP1_prot	CNBP_prot	IGF2BP1_prot	ppi	0.0387781	ppi	up	0.0387781	-0	died	died	0	-0	died	died	0
COG3_prot_RABL6_prot	COG3_prot	RABL6_prot	ppi	0	died	died	0	0.0411167	ppi	up	0.0411167	-0	died	died	0
COL12A1_prot_COL5A1_mrna	COL12A1_prot	COL5A1_mrna	tf	0	died	died	0	-0.0157872	tf	down	0.0157872	0	died	died	0
COL12A1_prot_LAMA4_mrna	COL12A1_prot	LAMA4_mrna	tf	0	died	died	0	-0.0809552	tf	down	0.0809552	0	died	died	0
COL14A1_prot_COL1A2_mrna	COL14A1_prot	COL1A2_mrna	tf	-0	died	died	0	-0	died	died	0	0.00807207	tf	up	0.00807207
COL14A1_prot_DCN_prot	COL14A1_prot	DCN_prot	ppi	0	died	died	0	-0.227306	ppi	down	0.227306	0	died	died	0
COL14A1_prot_DEFA1_prot	COL14A1_prot	DEFA1_prot	ppi	0	died	died	0	-0.0230286	ppi	down	0.0230286	0	died	died	0
COL14A1_prot_EFS_mrna	COL14A1_prot	EFS_mrna	tf	0	died	died	0	-0.0413054	tf	down	0.0413054	0	died	died	0
COL14A1_prot_FBLN2_mrna	COL14A1_prot	FBLN2_mrna	tf	0	died	died	0	-0.519221	tf	down	0.519221	0	died	died	0
COL14A1_prot_IGFBP5_mrna	COL14A1_prot	IGFBP5_mrna	tf	-0	died	died	0	-0.00970697	tf	down	0.00970697	0	died	died	0
COL14A1_prot_LUM_mrna	COL14A1_prot	LUM_mrna	tf	0	died	died	0	-0.32644	tf	down	0.32644	0	died	died	0
COL14A1_prot_PLOD1_prot	COL14A1_prot	PLOD1_prot	ppi	0	died	died	0	-0.0747542	ppi	down	0.0747542	0	died	died	0
COL14A1_prot_POSTN_mrna	COL14A1_prot	POSTN_mrna	tf	-0	died	died	0	-0.336761	tf	down	0.336761	0.112236	tf	up	0.112236
COL14A1_prot_PRELP_prot	COL14A1_prot	PRELP_prot	ppi	0	died	died	0	-0.067527	ppi	down	0.067527	0	died	died	0
COL14A1_prot_PRRX1_mrna	COL14A1_prot	PRRX1_mrna	tf	-0	died	died	0	-0.261418	tf	down	0.261418	0	died	died	0
COL14A1_prot_THBS2_mrna	COL14A1_prot	THBS2_mrna	tf	0	died	died	0	-0.401732	tf	down	0.401732	0	died	died	0
COL15A1_prot_ASPN_mrna	COL15A1_prot	ASPN_mrna	tf	0	died	died	0	-0.0704792	tf	down	0.0704792	0	died	died	0
COL15A1_prot_COL6A3_mrna	COL15A1_prot	COL6A3_mrna	tf	-0	died	died	0	-0.171631	tf	down	0.171631	0.174376	tf	up	0.174376
COL15A1_prot_DCN_mrna	COL15A1_prot	DCN_mrna	tf	0	died	died	0	-0.529619	tf	down	0.529619	0	died	died	0
COL15A1_prot_LUM_mrna	COL15A1_prot	LUM_mrna	tf	0	died	died	0	-0.549252	tf	down	0.549252	0	died	died	0
COL15A1_prot_MGP_mrna	COL15A1_prot	MGP_mrna	tf	0	died	died	0	-0.291399	tf	down	0.291399	0	died	died	0
COL15A1_prot_RGS5_mrna	COL15A1_prot	RGS5_mrna	tf	0	died	died	0	-0.0932748	tf	down	0.0932748	0	died	died	0
COL18A1_prot_MMP2_mrna	COL18A1_prot	MMP2_mrna	tf	-0	died	died	0	-0	died	died	0	0.0651844	tf	up	0.0651844
COL18A1_prot_WWTR1_mrna	COL18A1_prot	WWTR1_mrna	tf	-0	died	died	0	-0.198044	tf	down	0.198044	0	died	died	0
COL1A1_prot_COL1A2_prot	COL1A1_prot	COL1A2_prot	ppi	0	died	died	0	-0.879292	ppi	down	0.879292	0	died	died	0
COL1A1_prot_COL7A1_prot	COL1A1_prot	COL7A1_prot	ppi	0	died	died	0	-0.381592	ppi	down	0.381592	0	died	died	0
COL1A1_prot_MATN2_prot	COL1A1_prot	MATN2_prot	ppi	0	died	died	0	-0.138249	ppi	down	0.138249	0	died	died	0
COL1A1_prot_MMP2_prot	COL1A1_prot	MMP2_prot	ppi	0	died	died	0	-0.254318	ppi	down	0.254318	0	died	died	0
COL1A1_prot_NID1_prot	COL1A1_prot	NID1_prot	ppi	0	died	died	0	-0.094089	ppi	down	0.094089	0	died	died	0
COL1A1_prot_NID2_prot	COL1A1_prot	NID2_prot	ppi	0	died	died	0	-0.118309	ppi	down	0.118309	0	died	died	0
COL1A1_prot_P4HA2_prot	COL1A1_prot	P4HA2_prot	ppi	0	died	died	0	-0.543224	ppi	down	0.543224	0	died	died	0
COL1A1_prot_PLOD1_prot	COL1A1_prot	PLOD1_prot	ppi	0	died	died	0	-0.509178	ppi	down	0.509178	0	died	died	0
COL1A1_prot_PRELP_prot	COL1A1_prot	PRELP_prot	ppi	0	died	died	0	-0.525476	ppi	down	0.525476	0	died	died	0
COL1A1_prot_RNH1_prot	COL1A1_prot	RNH1_prot	ppi	0	died	died	0	-0.397157	ppi	down	0.397157	0	died	died	0
COL1A1_prot_SPARC_prot	COL1A1_prot	SPARC_prot	ppi	0	died	died	0	-0.407019	ppi	down	0.407019	0	died	died	0
COL1A1_prot_THBS1_prot	COL1A1_prot	THBS1_prot	ppi	0	died	died	0	-0.485098	ppi	down	0.485098	0	died	died	0
COL1A1_prot_TIMM44_prot	COL1A1_prot	TIMM44_prot	ppi	0	died	died	0	-0.0189604	ppi	down	0.0189604	0	died	died	0
COL1A1_prot_TLE3_prot	COL1A1_prot	TLE3_prot	ppi	0	died	died	0	-0.182596	ppi	down	0.182596	0	died	died	0
COL1A1_prot_VWF_prot	COL1A1_prot	VWF_prot	ppi	0	died	died	0	-0.142064	ppi	down	0.142064	0	died	died	0
COL1A2_prot_ERAL1_prot	COL1A2_prot	ERAL1_prot	ppi	0	died	died	0	-0.105526	ppi	down	0.105526	0	died	died	0
COL1A2_prot_PXN_prot	COL1A2_prot	PXN_prot	ppi	0	died	died	0	-0.0977047	ppi	down	0.0977047	0	died	died	0
COL1A2_prot_TIMM44_prot	COL1A2_prot	TIMM44_prot	ppi	0	died	died	0	-0.223015	ppi	down	0.223015	0	died	died	0
COL2A1_prot_PRELP_prot	COL2A1_prot	PRELP_prot	ppi	0	died	died	0	-0.0200189	ppi	down	0.0200189	0	died	died	0
COL3A1_prot_SPARC_prot	COL3A1_prot	SPARC_prot	ppi	0	died	died	0	-0.309969	ppi	down	0.309969	0	died	died	0
COL3A1_prot_THBS1_prot	COL3A1_prot	THBS1_prot	ppi	0	died	died	0	-0.433144	ppi	down	0.433144	0	died	died	0
COL5A1_prot_COL12A1_mrna	COL5A1_prot	COL12A1_mrna	tf	-0	died	died	0	-0.0704788	tf	down	0.0704788	0	died	died	0
COL5A1_prot_COL1A2_mrna	COL5A1_prot	COL1A2_mrna	tf	-0	died	died	0	-0.0514132	tf	down	0.0514132	0.13236	tf	up	0.13236
COL5A1_prot_COL4A1_mrna	COL5A1_prot	COL4A1_mrna	tf	-0	died	died	0	-0.419828	tf	down	0.419828	0.0655963	tf	up	0.0655963
COL5A1_prot_COL6A1_mrna	COL5A1_prot	COL6A1_mrna	tf	0	died	died	0	-0.621643	tf	down	0.621643	0	died	died	0
COL5A1_prot_MMP2_mrna	COL5A1_prot	MMP2_mrna	tf	-0	died	died	0	-0.183286	tf	down	0.183286	0	died	died	0
COL5A1_prot_MMP9_prot	COL5A1_prot	MMP9_prot	ppi	-0	died	died	0	-0.0597797	ppi	down	0.0597797	0	died	died	0
COL5A1_prot_PLOD1_prot	COL5A1_prot	PLOD1_prot	ppi	0	died	died	0	-0.148649	ppi	down	0.148649	0	died	died	0
COL5A1_prot_SPARC_mrna	COL5A1_prot	SPARC_mrna	tf	0	died	died	0	-0.190935	tf	down	0.190935	0	died	died	0
COL5A1_prot_SPARC_prot	COL5A1_prot	SPARC_prot	ppi	0	died	died	0	-0.0522498	ppi	down	0.0522498	0	died	died	0
COL5A1_prot_THBS1_prot	COL5A1_prot	THBS1_prot	ppi	0	died	died	0	-0.15648	ppi	down	0.15648	0	died	died	0
COL6A1_prot_C1R_mrna	COL6A1_prot	C1R_mrna	tf	-0	died	died	0	-0.298958	tf	down	0.298958	0	died	died	0
COL6A1_prot_C1S_mrna	COL6A1_prot	C1S_mrna	tf	-0	died	died	0	-0.143019	tf	down	0.143019	0	died	died	0
COL6A1_prot_COL1A2_mrna	COL6A1_prot	COL1A2_mrna	tf	-0	died	died	0	-0.147798	tf	down	0.147798	0.442548	tf	up	0.442548
COL6A1_prot_COL5A1_mrna	COL6A1_prot	COL5A1_mrna	tf	0	died	died	0	-0.416517	tf	down	0.416517	0	died	died	0
COL6A1_prot_COL6A2_mrna	COL6A1_prot	COL6A2_mrna	tf	0	died	died	0	-0.760301	tf	down	0.760301	0	died	died	0
COL6A1_prot_DCHS1_mrna	COL6A1_prot	DCHS1_mrna	tf	0	died	died	0	-0.0393765	tf	down	0.0393765	0	died	died	0
COL6A1_prot_DCN_prot	COL6A1_prot	DCN_prot	ppi	0	died	died	0	-0.437063	ppi	down	0.437063	0	died	died	0
COL6A1_prot_DEFA1_prot	COL6A1_prot	DEFA1_prot	ppi	-0	died	died	0	-0.182987	ppi	down	0.182987	0	died	died	0
COL6A1_prot_EFEMP2_mrna	COL6A1_prot	EFEMP2_mrna	tf	-0	died	died	0	-0.282455	tf	down	0.282455	0	died	died	0
COL6A1_prot_LUM_mrna	COL6A1_prot	LUM_mrna	tf	0	died	died	0	-0.483027	tf	down	0.483027	0	died	died	0
COL6A1_prot_MMP2_mrna	COL6A1_prot	MMP2_mrna	tf	-0	died	died	0	-0.247523	tf	down	0.247523	0.185771	tf	up	0.185771
COL6A1_prot_MMP2_prot	COL6A1_prot	MMP2_prot	ppi	0	died	died	0	-0.0241756	ppi	down	0.0241756	0	died	died	0
COL6A1_prot_MMP9_prot	COL6A1_prot	MMP9_prot	ppi	-0	died	died	0	-0.152881	ppi	down	0.152881	0	died	died	0
COL6A1_prot_OLFML3_mrna	COL6A1_prot	OLFML3_mrna	tf	0	died	died	0	-0.0692393	tf	down	0.0692393	0	died	died	0
COL6A1_prot_PCOLCE_mrna	COL6A1_prot	PCOLCE_mrna	tf	-0	died	died	0	-0.129385	tf	down	0.129385	0.235339	tf	up	0.235339
COL6A1_prot_PDGFRB_mrna	COL6A1_prot	PDGFRB_mrna	tf	0	died	died	0	-0.293919	tf	down	0.293919	0	died	died	0
COL6A1_prot_PLOD1_prot	COL6A1_prot	PLOD1_prot	ppi	0	died	died	0	-0.214945	ppi	down	0.214945	0	died	died	0
COL6A1_prot_SPARC_mrna	COL6A1_prot	SPARC_mrna	tf	0	died	died	0	-0.292744	tf	down	0.292744	0	died	died	0
COL6A1_prot_THBS2_mrna	COL6A1_prot	THBS2_mrna	tf	0	died	died	0	-0.536777	tf	down	0.536777	0	died	died	0
COL6A2_prot_C1R_mrna	COL6A2_prot	C1R_mrna	tf	-0	died	died	0	-0.287248	tf	down	0.287248	0	died	died	0
COL6A2_prot_C1S_mrna	COL6A2_prot	C1S_mrna	tf	-0	died	died	0	-0.127867	tf	down	0.127867	0	died	died	0
COL6A2_prot_CNN1_mrna	COL6A2_prot	CNN1_mrna	tf	-0	died	died	0	-0.200497	tf	down	0.200497	0	died	died	0
COL6A2_prot_COL1A2_mrna	COL6A2_prot	COL1A2_mrna	tf	-0	died	died	0	-0.137274	tf	down	0.137274	0.42968	tf	up	0.42968
COL6A2_prot_COL4A1_mrna	COL6A2_prot	COL4A1_mrna	tf	-0	died	died	0	-0.506428	tf	down	0.506428	0.337922	tf	up	0.337922
COL6A2_prot_COL6A1_mrna	COL6A2_prot	COL6A1_mrna	tf	0	died	died	0	-0.70704	tf	down	0.70704	0	died	died	0
COL6A2_prot_DCN_mrna	COL6A2_prot	DCN_mrna	tf	0	died	died	0	-0.447363	tf	down	0.447363	0	died	died	0
COL6A2_prot_LUM_mrna	COL6A2_prot	LUM_mrna	tf	0	died	died	0	-0.471511	tf	down	0.471511	0	died	died	0
COL6A2_prot_MMP9_prot	COL6A2_prot	MMP9_prot	ppi	-0	died	died	0	-0.112122	ppi	down	0.112122	0	died	died	0
COL6A2_prot_OLFML3_mrna	COL6A2_prot	OLFML3_mrna	tf	0	died	died	0	-0.0465953	tf	down	0.0465953	0	died	died	0
COL6A2_prot_PCOLCE_mrna	COL6A2_prot	PCOLCE_mrna	tf	-0	died	died	0	-0.12068	tf	down	0.12068	0.222442	tf	up	0.222442
COL6A2_prot_PLOD1_prot	COL6A2_prot	PLOD1_prot	ppi	0	died	died	0	-0.175912	ppi	down	0.175912	0	died	died	0
COL6A2_prot_TAGLN_mrna	COL6A2_prot	TAGLN_mrna	tf	0	died	died	0	-0.133632	tf	down	0.133632	0	died	died	0
COL6A3_prot_DYSF_prot	COL6A3_prot	DYSF_prot	ppi	0	died	died	0	-0.25824	ppi	down	0.25824	0	died	died	0
COL6A3_prot_ITGA5_prot	COL6A3_prot	ITGA5_prot	ppi	0	died	died	0	-0.400627	ppi	down	0.400627	0	died	died	0
COL7A1_prot_FN1_prot	COL7A1_prot	FN1_prot	ppi	-0	died	died	0	-0.237427	ppi	down	0.237427	0	died	died	0
COL7A1_prot_LAMA5_prot	COL7A1_prot	LAMA5_prot	ppi	-0	died	died	0	-0.021069	ppi	down	0.021069	0	died	died	0
COMTD1_prot_XPO4_prot	COMTD1_prot	XPO4_prot	ppi	0	died	died	0	0.142596	ppi	up	0.142596	-0	died	died	0
COPS2_prot_CUL4A_prot	COPS2_prot	CUL4A_prot	ppi	0	died	died	0	0.080251	ppi	up	0.080251	-0	died	died	0
COPS2_prot_EPB41L1_prot	COPS2_prot	EPB41L1_prot	ppi	0.107844	ppi	up	0.107844	0	died	died	0	-0	died	died	0
COPS3_prot_ATP5G3_mrna	COPS3_prot	ATP5G3_mrna	tf	-0.0829152	tf	down	0.0829152	0	died	died	0	0	died	died	0
COPS3_prot_BOLA3_mrna	COPS3_prot	BOLA3_mrna	tf	-0.0460875	tf	down	0.0460875	0	died	died	0	0	died	died	0
COPS3_prot_COL8A2_mrna	COPS3_prot	COL8A2_mrna	tf	0	died	died	0	-0.311554	tf	down	0.311554	0	died	died	0
COPS3_prot_CYCS_mrna	COPS3_prot	CYCS_mrna	tf	-0.0501657	tf	down	0.0501657	0	died	died	0	0	died	died	0
COPS4_prot_EPB41L1_prot	COPS4_prot	EPB41L1_prot	ppi	0.306508	ppi	up	0.306508	0	died	died	0	-0	died	died	0
COPS5_prot_EPB41L1_prot	COPS5_prot	EPB41L1_prot	ppi	0.0609607	ppi	up	0.0609607	0	died	died	0	-0	died	died	0
COQ6_prot_TMEM70_prot	COQ6_prot	TMEM70_prot	ppi	0.23247	ppi	up	0.23247	-0	died	died	0	-0	died	died	0
CORO1A_prot_ARHGAP30_mrna	CORO1A_prot	ARHGAP30_mrna	tf	-0	died	died	0	-0.0153733	tf	down	0.0153733	0.147086	tf	up	0.147086
CORO1A_prot_CD37_mrna	CORO1A_prot	CD37_mrna	tf	-0.00148602	tf	down	0.00148602	-0	died	died	0	0.184202	tf	up	0.184202
CORO1A_prot_CD53_mrna	CORO1A_prot	CD53_mrna	tf	-0	died	died	0	-0.0502409	tf	down	0.0502409	0	died	died	0
CORO1A_prot_GMFG_mrna	CORO1A_prot	GMFG_mrna	tf	-0	died	died	0	-0	died	died	0	0.237163	tf	up	0.237163
CORO1A_prot_IKZF1_mrna	CORO1A_prot	IKZF1_mrna	tf	-0.45467	tf	down	0.45467	-0	died	died	0	0.18648	tf	up	0.18648
CORO1A_prot_LAPTM5_mrna	CORO1A_prot	LAPTM5_mrna	tf	0	died	died	0	-0.137554	tf	down	0.137554	0	died	died	0
CORO1A_prot_LAT2_mrna	CORO1A_prot	LAT2_mrna	tf	-0.367178	tf	down	0.367178	-0	died	died	0	0.828279	tf	up	0.828279
CORO1A_prot_MYO1G_mrna	CORO1A_prot	MYO1G_mrna	tf	-0.319521	tf	down	0.319521	-0	died	died	0	0.265113	tf	up	0.265113
CORO1A_prot_NCKAP1L_mrna	CORO1A_prot	NCKAP1L_mrna	tf	-0	died	died	0	-0.113199	tf	down	0.113199	0	died	died	0
COX2_prot_HRSP12_prot	COX2_prot	HRSP12_prot	ppi	0.109634	ppi	up	0.109634	-0	died	died	0	-0	died	died	0
CPB2_prot_FN1_prot	CPB2_prot	FN1_prot	ppi	0	died	died	0	-0.176498	ppi	down	0.176498	0	died	died	0
CRIP2_prot_COL4A1_mrna	CRIP2_prot	COL4A1_mrna	tf	-0	died	died	0	-0.156393	tf	down	0.156393	0	died	died	0
CSE1L_prot_TBCB_prot	CSE1L_prot	TBCB_prot	ppi	0.138865	ppi	up	0.138865	-0	died	died	0	-0	died	died	0
CSE1L_prot_WDR5_prot	CSE1L_prot	WDR5_prot	ppi	0.191449	ppi	up	0.191449	0	died	died	0	-0	died	died	0
CSE1L_prot_YWHAZ_prot	CSE1L_prot	YWHAZ_prot	ppi	0.197637	ppi	up	0.197637	-0	died	died	0	-0	died	died	0
CSNK1A1_prot_FAM83H_prot	CSNK1A1_prot	FAM83H_prot	ppi	-0	died	died	0	0.0314173	ppi	up	0.0314173	-0	died	died	0
CSNK1A1_prot_NUDT21_prot	CSNK1A1_prot	NUDT21_prot	ppi	-0	died	died	0	0.0232304	ppi	up	0.0232304	-0	died	died	0
CSNK1A1_prot_PABPC4_prot	CSNK1A1_prot	PABPC4_prot	ppi	-0	died	died	0	0.110702	ppi	up	0.110702	-0	died	died	0
CSNK1A1_prot_PGAM5_prot	CSNK1A1_prot	PGAM5_prot	ppi	-0	died	died	0	0.0322633	ppi	up	0.0322633	-0	died	died	0
CSNK1A1_prot_RPL22_prot	CSNK1A1_prot	RPL22_prot	ppi	-0	died	died	0	0.275177	ppi	up	0.275177	-0	died	died	0
CSNK1A1_prot_RPL24_prot	CSNK1A1_prot	RPL24_prot	ppi	-0	died	died	0	0.0228097	ppi	up	0.0228097	-0	died	died	0
CSNK1A1_prot_RPS18_prot	CSNK1A1_prot	RPS18_prot	ppi	-0	died	died	0	0.0432881	ppi	up	0.0432881	-0	died	died	0
CSNK1A1_prot_RPS5_prot	CSNK1A1_prot	RPS5_prot	ppi	-0	died	died	0	0.0635483	ppi	up	0.0635483	-0	died	died	0
CSTF3_prot_MAGOH_mrna	CSTF3_prot	MAGOH_mrna	tf	0.0125233	tf	up	0.0125233	-0	died	died	0	-0	died	died	0
CTBP2_prot_LRP1_mrna	CTBP2_prot	LRP1_mrna	tf	0.0886234	tf	up	0.0886234	0	died	died	0	-0	died	died	0
CTNNB1_prot_CUL4A_prot	CTNNB1_prot	CUL4A_prot	ppi	0	died	died	0	0.127858	ppi	up	0.127858	-0	died	died	0
CTNNB1_prot_GLCE_mrna	CTNNB1_prot	GLCE_mrna	tf	0	died	died	0	0.310511	tf	up	0.310511	-0.414941	tf	down	0.414941
CTNNB1_prot_JUN_mrna	CTNNB1_prot	JUN_mrna	tf	0.478969	tf	up	0.478969	0	died	died	0	-0.236557	tf	down	0.236557
CTNNB1_prot_PRPF6_prot	CTNNB1_prot	PRPF6_prot	ppi	0	died	died	0	0	died	died	0	-0.0610183	ppi	down	0.0610183
CTNNB1_prot_RERE_mrna	CTNNB1_prot	RERE_mrna	tf	0.079956	tf	up	0.079956	0	died	died	0	-0	died	died	0
CTNNB1_prot_SRC_prot	CTNNB1_prot	SRC_prot	ppi	0	died	died	0	0	died	died	0	-0.154811	ppi	down	0.154811
CTNNB1_prot_TCF7_mrna	CTNNB1_prot	TCF7_mrna	tf	0.306416	tf	up	0.306416	0	died	died	0	-0.288182	tf	down	0.288182
CTNND1_prot_CWC15_mrna	CTNND1_prot	CWC15_mrna	tf	0	died	died	0	0.021472	tf	up	0.021472	-0	died	died	0
CTNND1_prot_EXOSC1_mrna	CTNND1_prot	EXOSC1_mrna	tf	0	died	died	0	0.000293994	tf	up	0.000293994	-0	died	died	0
CTNND1_prot_RNF113A_mrna	CTNND1_prot	RNF113A_mrna	tf	0	died	died	0	0	died	died	0	-0.0138924	tf	down	0.0138924
CTNND1_prot_SRC_prot	CTNND1_prot	SRC_prot	ppi	0	died	died	0	0.0410614	ppi	up	0.0410614	-0.21892	ppi	down	0.21892
CTPS1_prot_CUL3_prot	CTPS1_prot	CUL3_prot	ppi	-0	died	died	0	0.14022	ppi	up	0.14022	-0	died	died	0
CTPS1_prot_POLR1C_prot	CTPS1_prot	POLR1C_prot	ppi	-0	died	died	0	0.0600381	ppi	up	0.0600381	-0	died	died	0
CTSA_prot_CTSD_prot	CTSA_prot	CTSD_prot	ppi	0	died	died	0	-0.00761019	ppi	down	0.00761019	0	died	died	0
CTSA_prot_NEU1_prot	CTSA_prot	NEU1_prot	ppi	0.247906	ppi	up	0.247906	-0	died	died	0	-0	died	died	0
CTSA_prot_RAB2A_prot	CTSA_prot	RAB2A_prot	ppi	0.0560878	ppi	up	0.0560878	-0	died	died	0	-0	died	died	0
CTSG_prot_SERPINA1_prot	CTSG_prot	SERPINA1_prot	ppi	-0	died	died	0	-0	died	died	0	0.0739515	ppi	up	0.0739515
CTSG_prot_SERPINA3_prot	CTSG_prot	SERPINA3_prot	ppi	-0	died	died	0	-0	died	died	0	0.0516626	ppi	up	0.0516626
